"system.index","X","Y","aadt","cntr","cveh2011_1k","cveh2011_10k","cveh2011_100k","cveh2011_12k","cveh2011_15k","cveh2011_150k","cveh2011_20k","cveh2011_200k","cveh2011_25k","cveh2011_30k","cveh2011_45k","cveh2011_5k","cveh2011_50k","cveh2011_75k","cveh2011_8k","elevation","highway_100","highway_200","highway_300","highway_400","highway_50","highway_500","imd_2012_100","imd_2012_1k","imd_2012_10k","imd_2012_1200","imd_2012_1500","imd_2012_1800","imd_2012_200","imd_2012_2k","imd_2012_2500","imd_2012_300","imd_2012_3500","imd_2012_400","imd_2012_4k","imd_2012_500","imd_2012_5k","imd_2012_600","imd_2012_6k","imd_2012_700","imd_2012_7k","imd_2012_800","imd_2012_8k","lane_10_primary","lane_10_residential","lane_10_unclassified","lane_20_highway","maxv_10_primary","maxv_10_residential","maxv_10_unclassified","maxv_20_highway","method","pcar2011_1k","pcar2011_10k","pcar2011_100k","pcar2011_12k","pcar2011_15k","pcar2011_150k","pcar2011_20k","pcar2011_200k","pcar2011_25k","pcar2011_30k","pcar2011_45k","pcar2011_5k","pcar2011_50k","pcar2011_75k","pcar2011_8k","pop2011","pop2011_1k","pop2011_10k","pop2011_100k","pop2011_12k","pop2011_15k","pop2011_150k","pop2011_20k","pop2011_200k","pop2011_25k","pop2011_30k","pop2011_45k","pop2011_5k","pop2011_50k","pop2011_75k","pop2011_8k","primary_100","primary_200","primary_300","primary_400","primary_50","primary_500","res_2012_100","res_2012_1k","res_2012_10k","res_2012_1200","res_2012_1500","res_2012_1800","res_2012_200","res_2012_2k","res_2012_2500","res_2012_300","res_2012_3500","res_2012_400","res_2012_4k","res_2012_500","res_2012_5k","res_2012_600","res_2012_6k","res_2012_700","res_2012_7k","res_2012_800","res_2012_8k","slope","unclassified_100","unclassified_200","unclassified_300","unclassified_400","unclassified_50","unclassified_500","year",".geo","lane_10_localA","maxv_10_localA","localA_50","localA_100","localA_200","localA_300","localA_400","localA_500","residential_50","residential_100","residential_200","residential_300","residential_400","residential_500","road_tag","area_type"
"00000000000000000b5d_0",3497307.5,3472497.5,66069,"UK",38,19156,815374,27363,43668,1384749,71516,1740798,109871,151546,370078,4597,421262,626356,12510,155,365.48035,780.78174,1200.8622,1600.8317,206.8716,1990.1956,0,13,3419,19,36,49,1,62,89,1,197,2,285,2,580,2,1013,5,1658,7,2192,0,0,0,2,0,0,0,112,"Dependent on a neighbouring counted link",285,141240,6011866,201755,321976,10209943,527299,12835144,810096,1117369,2728641,33898,3106024,4618212,92245,0,577,285911,12169770,408411,651774,20743873,1067407,26066366,1639872,2261881,5523565,68620,6287500,9348609,186731,0,0,0,0,0,0,0,4,5752,14,42,65,0,82,127,0,345,0,512,0,1131,0,1932,0,2906,0,3696,6.915616,0,0,0,0,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.546949145878681,53.715578972983735]}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"highway","rural"
"00000000000000002433_0",3449587.5,3708132.5,15204,"UK",115,11661,270333,15522,23386,322998,41084,567621,65456,94695,148718,1767,173583,244742,6850,155,68.59645,1171.2661,2323.8604,3428.609,4.1605186,4038.4792,1,21,2612,31,56,84,3,111,190,6,318,7,368,8,430,9,561,10,883,14,1468,2,0,0,0,64,0,0,0,"Manual count",850,85985,1993207,114450,172432,2381512,302921,4184990,482621,698203,1096520,13033,1279851,1804521,50510,152,1722,174059,4034832,231681,349053,4820957,613201,8556181,976966,1413368,2219678,26384,2590793,3652877,102248,296.0239,703.77856,889.2733,1122.655,114.79377,1356.9133,0,0,4482,5,23,60,0,106,271,0,513,0,586,0,679,0,885,0,1369,0,2481,2.033744,40,145,185,185,15,185,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.957756895371092,55.71337924886114]}",0,0,0,0,425.52075,642.072,878.5863,1084.3263,0,0,0,0,0,0,"primary","rural"
"0000000000000000263e_0",3342002.5,3276492.5,2965,"UK",5,3628,166230,4717,7244,398613,11851,905418,21780,28212,42675,791,49697,97740,1626,7,0,0,0,0,0,0,0,7,624,8,10,20,1,31,57,2,102,3,116,4,173,5,281,6,310,6,340,0,0,0,0,0,0,0,0,"Manual count",43,26756,1225639,34781,53412,2939031,87379,6643525,160587,208011,314651,5838,366423,720654,11990,19,89,54162,2481052,70408,108122,5949456,176882,13488495,325075,421075,636946,11819,741748,1458815,24272,0,0,0,0,0,0,0,0,1353,0,0,16,0,30,91,0,163,0,165,0,322,0,616,0,689,0,785,3.4660308,0,0,0,5,0,50,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.275807543369598,51.732337547125454]}",2,48,97.36365,180.64642,394.14108,638.86035,834.3895,1027.2615,0,0,0,0,0,0,"localA","rural"
"000000000000000028cb_0",3448567.5,3286492.5,2780,"UK",5,5108,608126,5534,6435,1134260,8464,2593100,12469,17902,62348,502,97345,303175,3030,88,0,0,0,0,0,0,0,8,1169,9,10,12,0,14,19,2,39,4,49,6,93,7,195,7,338,7,609,0,0,0,0,0,0,0,0,"Manual count",41,37665,4483796,40807,47450,8363054,62409,19119276,91937,131997,459706,3707,717744,2235354,22342,22,85,76246,9076511,82606,96054,16929261,126336,38702989,186109,267202,930580,7505,1452924,4525010,45227,0,0,0,0,0,0,0,0,1658,0,0,0,0,0,0,0,4,0,26,0,111,0,292,0,521,0,903,0.40580764,0,0,0,0,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.7781366405389902,51.997378721647266]}",2,96,98.48127,177.76794,393.60913,620.93323488,1178.29277,1662.17477,0,0,0,0,0,0,"localA","rural"
"00000000000000000666_0",3550712.5,2278722.5,940,"FR",4,804,213313,1736,3331,365243,6085,692914,7924,10002,29581,165,34924,83038,413,480,0,0,0,0,0,0,0,1,126,3,4,6,0,8,10,0,16,0,20,0,32,1,45,1,54,1,67,0,0,0,0,0,0,0,0,"Automatic counter",19,3885,1027326,8388,16090,1743910,29393,3215322,38274,48310,142781,800,168503,399935,1996,9,41,8045,2127332,17368,33313,3694390,60856,6749275,79244,100021,295632,1657,348901,828242,4133,0,0,0,0,0,0,0,0,571,0,0,8,0,28,51,0,79,0,93,0,157,0,209,0,253,0,290,2.8750684,0,0,0,140,0,605,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[0.5239050620743289,43.17822021533438]}",2,50,85.746,193.79544,412.24445,575.72784,801.7834,1009.3865,0,0,0,0,0,0,"localA","rural"
"00000000000000002a82_0",3538127.5,3485952.5,10446,"UK",272,9156,877877,11286,20531,1372969,50663,1737107,76079,115864,239795,3991,299368,612741,6443,111,0,0,0,0,0,0,1,35,1332,52,92,121,3,133,159,7,230,10,273,14,424,18,703,21,849,24,1048,0,0,0,0,0,0,0,0,"Manual count",2007,67512,6472705,83219,151378,10123089,373551,12807929,560945,854282,1768043,29429,2207282,4517826,47509,987,4063,136664,13102642,168461,306434,20492084,756177,26011276,1135517,1729317,3579035,59573,4468183,9145397,96173,0,0,0,0,0,0,5,92,2783,130,219,287,11,323,404,20,545,29,669,42,996,47,1377,54,1620,64,2038,3.4900467,0,0,0,0,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-1.9700533221426506,53.89633259297233]}",2,48,97.53476,188.75435,411.20386,598.41675,906.61314,1244.13887,138.44872,490.4634,1398.2445,2786.1948,3858.2832,4128.1914,"localA","urban"
"00000000000000001aa1_0",3600882.5,3205282.5,55518,"UK",1313,74174,1371712,97232,158410,1883658,269658,2474851,410174,538527,788232,22179,844701,1085680,48301,31,359.84528,773.2871,1436.3735,3554.1335,205.5204,5155.251,0,141,10566,202,316,448,1,571,920,5,1791,13,2288,30,3421,45,4700,63,6068,87,7561,0,0,0,2,0,0,0,64,"Manual count",9681,546898,10113824,716910,1167982,13888469,1988229,18112361,3024269,3970632,5811740,163530,6228096,8004870,356132,5282,19599,1107081,20473328,1451236,2364337,28114310,4024757,36676526,6122003,8037717,11764657,331034,12607482,16204192,720917,0,0,0,315.58118,0,448.98047,0,77,16645,118,255,444,1,583,991,4,1995,11,2523,20,4136,29,5955,38,8122,47,10647,0.40603527,0,0,0,45,0,255,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-0.4098593087573128,51.4949921614288]}",0,0,0,0,0,0,291.45203,575.9324,0,0,0,389.32532,1148.7378,2097.677,"highway","urban"
"00000000000000001ce2_0",3621817.5,3211807.5,20881,"UK",3583,170323,1322331,222106,314585,1750250,440639,2421682,564591,634071,791464,51067,839937,1085199,113626,50,0,0,0,0,0,0,3,126,14313,181,294,424,8,536,865,17,1609,27,2130,41,3415,55,4976,67,7036,81,9314,2,0,0,0,32,0,0,0,"Manual count",26421,1255815,9749725,1637624,2319478,12903164,3248891,17648385,4162807,4675095,5835572,376525,6192973,8001319,837783,10555,53485,2542136,19736287,3315029,4695300,26119913,6576704,35743801,8426736,9463757,11812900,762198,12536384,16197004,1695918,404.0603,859.5985,1230.8206,1639.2458,216.09941,2109.556,5,292,24024,403,627,861,13,1060,1729,29,3237,49,4233,80,6701,111,9483,144,12781,187,16361,1.1481173,0,0,5,40,0,85,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-0.12382079204113323,51.57936958779618]}",0,0,0,6.2752066,89.16016,190.31285,532.00543,1127.8092,76.045555,237.60898,1392.3591,3305.3853,6373.839,9663.719,"primary","urban"
"000000000000000013dc_0",3560397.5,3497842.5,805,"UK",18,4441,800852,6200,10240,1267038,15827,1691858,42566,83866,178807,399,197651,475692,1348,84,0,0,0,0,0,0,0,0,685,2,4,8,0,10,15,0,63,0,73,0,95,0,110,0,172,0,226,0,0,0,0,0,0,0,0,"Manual count",134,32747,5904792,45717,75507,9342045,116700,12474302,313845,618362,1318371,2942,1457311,3507343,9943,0,273,66290,11953021,92545,152850,18911024,236236,25330017,635315,1251746,2668769,5957,2950023,7099886,20128,0,0,0,0,0,0,0,0,1235,2,11,22,0,24,29,0,71,0,78,0,108,0,108,0,185,0,308,4.5349903,0,0,0,0,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-1.6646339438741204,54.03408111681376]}",2,48,126.41484,203.12904,397.44043,599.64453,791.83636,1014.1695,0,0,0,0,0,0,"localA","rural"
"00000000000000000291_0",4188432.5,2989267.5,66918,"DE",40,14823,377808,19327,24317,818859,32157,1696901,41528,53864,120505,2791,141257,270638,8349,161,405.97876,781.39514,1161.6956,1569.9155,226.56299,1978.7048,0,7,4670,17,38,60,1,81,188,1,407,2,567,2,907,2,1244,3,1905,3,2779,0,0,0,3,0,0,0,100,"Automatic counter",570,208312,5309210,271596,341720,10830913,451896,20656352,583586,756943,1693426,39229,1985046,3803186,117332,7,1069,390098,9942342,508607,639926,20225452,846248,38777091,1092858,1417497,3171210,73464,3717315,7122072,219723,0,0,0,0,0,0,0,3,6243,16,34,81,0,128,299,0,670,0,918,0,1443,0,1975,0,2634,0,3868,6.67911,0,0,0,0,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.150927521475683,50.000781815791015]}",0,0,0,0,0,403.6256,669.6376,890.09827,0,0,0,0,0,0,"highway","rural"
"00000000000000001e2c_0",3462092.5,3449787.5,39002,"UK",1261,49105,679833,58676,72378,1270308,94410,1762216,118715,145986,263585,17202,312626,505848,32979,13,409.03882,855.08154,1383.8889,1841.1301,175.73244,2478.5083,4,223,8542,303,447,571,10,665,918,24,1614,39,2064,62,2992,86,3935,111,4920,141,6056,0,0,0,3,0,0,0,64,"Manual count",9302,362058,5012502,432629,533658,9366156,696099,12993061,875304,1076381,1943454,126838,2305040,3729690,243161,6664,18831,732911,10146766,875769,1080280,19044123,1409109,26386038,1771871,2178909,3934119,256759,4666073,7549980,492230,23.683311,150.13647,251.227,352.4181,0,455.57318,0,140,11332,197,318,451,1,564,894,6,1759,14,2387,28,3605,42,4900,59,5959,82,7463,0.906536,0,0,195,530,0,775,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.0105358821668036,53.45961203355843]}",0,0,46.17398,114.070854,226.01021,311.20764,442.93195,594.5633,0,29.213411,725.33563,1742.0254,3831.6387,6289.913,"highway","urban"
"00000000000000000292_0",4083347.5,2993867.5,12024,"DE",6,795,340782,1232,2416,1037498,4200,2015082,7248,13456,27349,187,32843,114222,459,349,382.80655,775.22864,1220.8928,1829.9166,191.24933,2415.081,0,8,835,11,16,21,0,24,64,0,206,1,270,1,370,2,472,3,553,4,648,0,0,0,2,0,0,0,130,"Automatic counter",92,11173,3685556,17319,33961,11166553,59024,20460556,101778,185287,358650,2641,421109,1349312,6452,0,174,20925,6794700,32434,63598,21077892,110533,39157133,190298,335435,630417,4946,738193,2391582,12083,0,0,0,0,0,0,0,0,1131,0,0,0,0,1,31,0,138,0,161,0,244,0,433,0,562,0,734,5.0767183,0,0,0,0,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.683730160910771,50.008870068489166]}",0,0,0,0,0,0,0,38.202213,0,0,0,0,0,0,"highway","rural"
"00000000000000001513_0",3574932.5,3197687.5,6548,"UK",970,20617,1316648,26750,44946,1930698,84322,2461241,113337,164097,425827,7633,556836,1074904,15966,87,0,0,0,0,0,0,2,107,3422,132,182,242,5,287,426,10,738,19,858,31,1123,43,1535,56,2065,72,2552,0,0,0,0,0,0,0,0,"Manual count",7155,152015,9707827,197234,331395,14235297,621721,18056540,835650,1209910,3139680,56280,4105628,7925414,117725,4395,14484,307723,19651472,399260,670842,28816391,1258546,36559627,1691600,2449212,6355629,113929,8310988,16043350,238311,0,305.278,548.83246,1092.1595,0,1470.4484,5,277,8593,352,488,598,13,681,867,29,1505,49,1856,81,2556,113,3561,148,5004,189,6461,1.1482866,0,0,0,0,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-0.7640421084819666,51.39382509673529]}",2,48,103.31568,187.83911,395.44232,948.9586,2061.9727,3721.9243,31.845833,336.5386,994.2809,2242.8228,4201.907,7105.4316,"localA","urban"
"0000000000000000257f_0",3571637.5,3200597.5,1075,"UK",745,21776,1317158,29138,46444,1968106,74286,2473470,107651,147008,383196,6546,501888,1063905,14383,62,0,0,0,0,0,0,0,76,3484,99,129,149,3,169,282,8,583,15,730,25,1130,35,1520,45,1933,53,2376,0,1,0,0,0,48,0,0,"Manual count",5495,160563,9711589,214843,342443,14511112,547721,18165164,793726,1083914,2825355,48266,3700494,7844319,106047,3516,11125,325028,19659089,434906,693205,29374721,1108747,36777897,1606733,2194159,5719344,97706,7490879,15879189,214672,0,0,0,0,0,357.57892,5,215,7849,263,324,375,13,417,615,29,1123,47,1438,75,2452,101,3359,128,4334,157,5411,0.9075024,0,0,0,0,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-0.8171068397852527,51.415287298383305]}",0,0,0,218.6367,735.3937,1119.7211,1473.9675,1812.9585,121.03516,330.84338,1312.5779,3454.1313,6221.875,9727.703,"residential","urban"
"000000000000000004ed_0",4422942.5,3422392.5,7449,"DE",20,2096,99066,2393,2824,278080,3503,596738,4809,6474,22051,370,26565,52968,1612,55,0,0,0,0,0,0,0,8,1466,14,38,50,0,65,85,0,150,0,174,0,284,1,624,2,868,5,1057,2,0,0,0,100,0,0,0,"Automatic counter",291,29455,1349640,33641,39685,3680045,49226,7203028,67584,90985,309877,5206,373319,744345,22658,64,546,55161,2541015,62999,74317,6964334,92185,13857138,126562,170385,580295,9750,699100,1393906,42432,205.45828,381.34735,615.72015,791.63043,88.06305,1008.51074,0,6,1614,14,27,41,0,54,68,0,211,0,211,0,321,0,703,0,813,0,1012,1.0343474,0,0,0,0,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.550687430738831,53.898854308821306]}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"primary","rural"
"00000000000000001748_0",3557557.5,3465962.5,18710,"UK",285,49877,971494,68838,98054,1539379,128432,1801502,152580,169187,307786,10154,368646,607567,28618,169,0,237.4021,1748.3173,3434.365,0,5227.2207,3,107,9239,140,218,316,7,392,569,14,878,24,1122,38,1862,50,2906,62,4222,73,5851,2,0,1,0,64,0,0,0,"Manual count",2105,367755,7162961,507558,722967,11350050,946947,13282720,1124998,1247441,2269351,74867,2718079,4479674,211007,240,4262,744445,14499923,1027447,1463496,22975811,1916898,26951167,2277324,2525186,4593828,151554,5502185,9068167,427141,199.06041,410.74463,657.37775,1004.8734,96.26247,2595.941,0,21,13873,66,177,306,0,415,756,0,1329,0,1685,0,3000,0,4616,0,6566,2,8669,2.239672,135,345,510,700,40,945,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-1.6284858521914882,53.747813385646964]}",0,0,0,0,0,0,0,56.642174,0,0,60.212547,60.21255,60.21255,98.741974,"primary","rural"
"00000000000000002783_0",3501022.5,3158822.5,3311,"UK",0,1784,492739,2956,7206,1530905,19173,2235357,47849,76995,119384,400,143886,264421,1213,93,0,0,0,0,0,0,0,0,317,0,0,0,0,0,4,0,16,0,27,0,81,0,144,0,177,0,222,0,0,0,0,0,0,0,0,"Manual count",0,13154,3633033,21798,53132,11260146,141366,16405448,352802,567694,880240,2956,1060893,1949612,8950,0,0,26628,7354319,44126,107556,22796221,286168,33216076,714175,1149180,1781863,5984,2147557,3946583,18119,0,0,0,0,0,0,0,0,847,0,0,0,0,0,30,0,100,0,119,0,295,0,463,0,571,0,617,1.0351639,0,0,0,0,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-1.725419235124318,50.947323266719856]}",2,64,95.92707,197.02814,417.17474,635.9304,853.1977,1077.6597,0,0,0,0,0,0,"localA","rural"
"000000000000000028aa_0",3566332.5,3838252.5,863,"UK",454,880,69448,1007,1447,176322,4295,317126,13391,22364,27266,615,28127,52387,680,80,0,0,0,0,0,0,2,75,276,89,116,130,5,137,143,10,153,17,158,28,177,38,188,47,200,57,211,0,1,0,0,0,0,0,0,"Manual count",3348,6488,512054,7427,10675,1300046,31671,2338218,98737,164895,201040,4536,207387,386260,5014,2908,6778,13135,1036599,15035,21611,2631732,64112,4733294,199873,333797,406964,9184,419812,781956,10150,0,183.24043,570.64294,794.1282,0,1536.5864,5,185,408,212,246,268,13,281,286,29,324,49,324,79,324,99,324,120,324,141,324,4.9092083,0,0,170,275,0,320,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.496118615299416,57.05228062175979]}",0,0,0,0,0,0,0,434.22778,100.84549,434.7254,1752.5253,2896.7842,4915.0176,7397.276,"residential","urban"
"00000000000000002a39_0",3480302.5,3246847.5,682,"UK",277,5664,655292,6921,8819,1721482,19760,2695984,33762,52472,137911,1520,154148,323620,4625,109,0,0,0,0,0,0,1,40,969,44,50,52,3,55,69,6,98,10,122,17,195,22,417,28,572,33,739,0,1,0,0,0,0,0,0,"Manual count",2048,41765,4831562,51031,65026,12692723,145696,19877858,248932,386885,1016837,11210,1136558,2386098,34102,1954,4146,84545,9780490,103303,131633,25693773,294932,40238579,503911,783169,2058376,22693,2300726,4830158,69034,0,0,0,291.56833,0,999.2361,5,182,2553,202,226,243,13,259,333,29,544,48,665,76,882,100,1445,120,1827,139,2114,7.0677867,0,70,165,285,0,390,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.2250063943911216,51.6958375201691]}",0,0,0,0,0,0,0,78.75771,235.24072,538.877,2150.211,3874.8716,5994.1475,8460.889,"residential","urban"
"000000000000000025c5_0",3425577.5,3270242.5,1062,"UK",87,3859,404528,6346,9332,936097,17301,2030032,29248,46375,105917,1413,131761,276383,2355,116,0,0,0,0,0,495.02536,2,17,797,19,23,30,5,36,73,9,155,11,211,13,318,14,400,15,443,16,560,0,1,0,0,0,48,0,0,"Manual count",646,28454,2982643,46791,68806,6901969,127563,14967700,215649,341933,780947,10422,971498,2037811,17371,1094,1309,57600,6037740,94719,139285,13971598,258225,30298988,436538,692173,1580865,21098,1966597,4125124,35164,0,0,0,0,0,0,4,48,1648,48,51,62,11,79,192,23,383,33,526,41,716,44,772,46,852,47,1044,6.2513504,0,0,40,250,0,500,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.0660191160033086,51.81749930637896]}",0,0,0,0,259.95026,468.71393,702.7216,994.42804,106.99462,578.16583,1738.5776,2998.5332,4464.533,4886.509,"residential","urban"
"0000000000000000181c_0",3618657.5,3195482.5,25115,"UK",3214,151841,1314023,204025,294216,1705981,437998,2403120,553551,616101,790607,46445,848315,1091974,106128,42,222.04294,606.8792,916.2278,1310.1149,104.676895,2121.6633,1,136,13793,195,336,499,3,643,1023,9,1845,18,2381,31,3663,46,5311,63,7131,84,9308,0,0,0,2,0,0,0,48,"Manual count",23704,1119547,9688468,1504308,2169300,12534436,3229420,17440959,4081407,4542597,5829255,342447,6254741,8051277,782499,6946,47985,2266291,19612285,3045158,4391297,25377206,6537288,35329623,8261959,9195542,11800113,693214,12661421,16298133,1584008,0,0,0,440.50476,0,663.4177,4,246,24389,353,603,895,10,1137,1821,23,3384,40,4306,66,6415,92,9154,118,12249,152,16106,1.7448157,0,0,0,0,0,30,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-0.13647195785004043,51.430337552487735]}",0,0,0,104.2836,281.93024,554.25416,832.63403,1322.75725,96.073326,309.39032,703.92163,1612.6844,2900.5671,5230.034,"highway","urban"
"0000000000000000201e_0",3526967.5,3438102.5,21485,"UK",381,29663,1046424,45017,73389,1537791,112833,1896203,154611,189247,400135,8404,493680,801298,17583,203,202.70038,380.0788,583.516,815.31885,101.28676,1600.9634,1,42,3752,47,64,90,3,110,177,7,392,12,581,18,1019,22,1432,27,2020,34,2612,0,0,0,2,0,0,0,48,"Manual count",2809,218715,7715425,331918,541108,11338341,831938,13980962,1139970,1395345,2950251,61969,3639972,5908084,129648,209,5688,442744,15618270,671900,1095362,22952109,1684086,28385836,2307632,2824587,5972169,125445,7368366,11959685,262447,0,0,0,0,0,0,2,110,7750,138,212,307,5,382,535,12,1034,22,1423,37,2321,52,3124,65,4350,80,5276,1.8131318,0,5,15,15,0,70,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.0159320765485798,53.45663779419809]}",0,0,0,0,0,307.18536,1141.45271,1455.35252,24.925327,106.71388,880.0117,1947.1597,2808.4841,3783.4666,"highway","urban"
"00000000000000002b57_0",3555807.5,3156237.5,1805,"UK",398,2763,1109985,3768,9994,1612223,22743,2361883,42104,77841,175072,1282,210552,547589,2156,61,0,0,369.54486,1035.6094,0,1543.018,0,70,373,82,95,109,2,118,143,9,154,16,160,25,171,32,192,40,235,50,284,0,1,0,0,0,0,0,0,"Manual count",2941,20377,8184070,27782,73690,11886665,167692,17098346,310443,573939,1290835,9458,1552433,4037451,15899,1015,5955,41250,16566945,56240,149171,24062117,339458,34639717,628429,1161820,2613027,19147,3142578,8172978,32186,0,0,0,0,0,0,5,143,1250,182,236,280,10,316,409,21,443,35,447,52,518,66,667,79,909,95,1057,0.5741766,0,105,260,460,0,595,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-0.9476053158289447,51.000519592596866]}",0,0,0,0,0,0,0,11.117647,225.84091,567.97156,1292.167,2591.7014,4119.6855,5216.5703,"residential","urban"
"000000000000000025ef_0",3454237.5,3138617.5,1230,"UK",162,2917,324197,3951,6765,737943,9434,1775706,15075,25885,58883,412,65520,149240,1586,55,0,0,0,0,0,0,1,25,641,28,32,33,2,33,35,5,43,7,55,10,74,12,119,14,230,18,389,0,1,0,0,0,0,0,0,"Manual count",1194,21513,2390353,29133,49880,5399268,69563,13000671,111154,190856,434155,3044,483093,1100371,11695,1441,2418,43549,4838772,58974,100972,10933344,140817,26325192,225009,386350,878857,6163,977923,2227473,23675,0,0,0,0,0,0,3,61,1340,72,89,90,6,90,90,9,109,14,141,21,193,27,315,34,494,43,790,2.0293632,0,120,240,390,0,490,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.335187925512105,50.69960145115953]}",0,0,0,0,202.68774,436.82193,671.77136,856.4683,88.835464,270.0898,868.46655,1470.3551,2498.1821,3131.8325,"residential","urban"
"00000000000000000b70_0",3560987.5,3365212.5,50466,"UK",46,15611,1004804,26520,44882,1769266,79913,2977777,103479,131218,218607,2583,259233,632880,9475,34,454.34906,989.1615,1588.9482,2196.854,227.81677,2808.2344,0,36,3361,55,85,108,1,130,194,1,283,2,446,4,740,7,1038,12,1494,19,2100,0,0,0,3,0,0,0,112,"Dependent on a neighbouring counted link",339,115107,7408555,195538,330923,13045040,589216,21955556,762970,967493,1611825,19050,1911364,4666310,69864,0,688,233011,14997075,395827,669886,26406964,1192745,44444447,1544475,1958488,3262804,38563,3869158,9445973,141426,0,0,0,0,0,0,0,19,4596,31,43,70,0,105,192,0,336,0,474,1,933,4,1341,8,2175,12,3206,0.2872363,0,0,0,0,0,90,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-1.3366660329547866,52.860449786987296]}",0,0,0,0,0,0,77.033229,1222.4836,0,0,0,0,0,283.31085,"highway","rural"
"00000000000000002455_0",3434452.5,3623307.5,6057,"UK",250,872,98291,943,1307,435304,1580,1081007,3135,4872,11452,378,14376,36420,767,59,0,0,0,0,0,0,3,70,244,73,79,80,9,82,86,17,97,25,102,38,115,48,128,57,170,64,214,2,0,0,0,48,0,0,0,"Manual count",1850,6433,724719,6955,9640,3209556,11653,7961252,23116,35928,84437,2787,105998,268534,5656,2175,3746,13024,1538178,14080,19515,6581371,23591,16207190,46794,72729,170926,5643,214571,551210,11450,188.85663,413.87506,608.1646,1405.7267,95.45452,1893.5665,5,170,498,187,208,208,13,208,208,29,208,48,208,74,208,93,238,114,340,136,448,1.6703159,0,0,0,0,0,20,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.9286843548563883,54.94149005124415]}",0,0,0,9.196802,635.91187,1197.3025,1704.782,2187.88736,0,217.62311,786.5372,2000.8834,3683.908,5750.408,"primary","urban"
"000000000000000008b1_0",4779172.5,1689202.5,12072,"IT",1026,8702,200315,9482,10861,343230,13060,521706,17200,27598,69052,4265,75919,159944,6631,41,0,0,4.6569633,497.43436,0,989.60925,1,70,1573,101,145,184,2,233,365,3,530,5,583,9,672,17,778,25,902,36,1132,2,0,0,0,50,0,0,0,"Automatic counter",7726,65531,1508400,71401,81789,2584566,98350,3928515,129523,207820,519971,32118,571681,1204400,49934,3526,12363,104851,2413531,114242,130863,4135489,157361,6285867,207237,332513,832026,51390,914771,1927123,79895,183.24936,415.13962,617.1886,817.24506,104.56309,1015.1426,0,149,2349,210,280,343,0,433,696,1,904,5,968,19,1171,39,1274,61,1396,89,1746,7.4604945,0,0,0,0,0,0,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.194358270916647,38.143674653044954]}",0,0,0,0,64.22271,400.9669,726.8711,1311.0696,0,0,0,126.263214,548.7555,1124.4617,"primary","urban"
"00000000000000002c74_0",4163957.5,2695372.5,17451.1863013699,"CH",659,7259,420143,9447,13351,744055,20593,1299882,32062,47137,118523,2773,149495,292353,5125,439,0,0,0,0,0,0,0,76,2912,132,218,304,1,363,461,4,591,7,724,15,1041,21,1421,30,1833,40,2148,2,0,0,0,50,0,0,0,"Automatic counter",7422,81712,4194592,106335,150275,6995550,231786,12040453,364346,541030,1329129,31216,1667037,3074873,57690,2375,14031,154466,7880281,201012,284074,13248469,438160,22517008,666705,985860,2425149,59010,3061528,5730060,109056,202.26132,433.74557,606.7577,822.00073,90.141716,1032.7118,5,178,5812,227,341,489,10,597,828,21,1143,34,1392,56,1933,74,2685,96,3557,121,4185,3.8366628,0,0,0,0,0,0,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.922691630146211,47.35213111548568]}",0,0,0,0,0,0,0,0,84.9616,252.63464,852.73456,1776.7587,3504.1846,6166.785,"primary","urban"
